timestamp,max_strain,avg_temperature,temp_gradient,warpage,dic_quality,cycle_time,estimated_density
0.0,0.00048761904761905004,26.982496787364845,5.170517708746066,0.0008697258911781836,0.8501947006075932,0.0,0.5
0.5,0.0004962878306878326,27.3380523429204,5.170517708746066,0.0008851876847991289,0.8502906827379806,0.0001388888888888889,0.5001111111111111
1.0,0.0005092910052910082,27.871385676253738,5.170517708746065,0.0009083803752305472,0.850837414235715,0.0002777777777777778,0.5002222222222222
1.5,0.0005179597883597909,28.226941231809292,5.170517708746065,0.0009238421688514927,0.8498155841686771,0.0004166666666666667,0.5003333333333333
2.0,0.0005309629629629653,28.760274565142623,5.170517708746066,0.000947034859282911,0.8504659373715565,0.0005555555555555556,0.5004444444444445
2.5,0.000539631746031749,29.11583012069818,5.170517708746066,0.0009624966529038564,0.8503019953865041,0.0006944444444444445,0.5005555555555555
3.0,0.0005526349206349235,29.649163454031516,5.170517708746065,0.0009856893433352748,0.849730233375255,0.0008333333333333334,0.5006666666666667
3.5,0.0005613037037037061,30.00471900958707,5.170517708746065,0.0010011511369562203,0.8491923293082584,0.0009722222222222222,0.5007777777777778
4.0,0.0005743068783068806,30.538052342920405,5.170517708746066,0.0010243438273876385,0.8494715182704501,0.0011111111111111111,0.5008888888888889
4.5,0.0005829756613756642,30.89360789847596,5.170517708746066,0.001039805621008584,0.8494554395640732,0.00125,0.501
5.0,0.0005959788359788387,31.42694123180929,5.170517708746066,0.0010629983114400022,0.8498091660415448,0.001388888888888889,0.5011111111111111
5.5,0.0006046476190476224,31.78249678736485,5.170517708746065,0.0010784601050609476,0.849891300425752,0.0015277777777777779,0.5012222222222222
6.0,0.0006176507936507969,32.31583012069818,5.170517708746066,0.0011016527954923658,0.8492264315121867,0.0016666666666666668,0.5013333333333333
6.5,0.000626319576719579,32.671385676253735,5.170517708746066,0.0011171145891133113,0.8489920931021837,0.0018055555555555555,0.5014444444444445
7.0,0.0006393227513227551,33.204719009587066,5.170517708746066,0.0011403072795447295,0.8494981719233939,0.0019444444444444444,0.5015555555555555
7.5,0.0006479915343915376,33.56027456514263,5.170517708746065,0.0011557690731656752,0.8491603156705665,0.0020833333333333333,0.5016666666666667
8.0,0.0006609947089947132,34.09360789847596,5.170517708746065,0.0011789617635970932,0.8504530548905802,0.0022222222222222222,0.5017777777777778
8.5,0.0006696634920634947,34.44916345403152,5.170517708746066,0.0011944235572180389,0.8493402076398168,0.002361111111111111,0.5018888888888889
9.0,0.0006826666666666697,34.98249678736485,5.170517708746066,0.001217616247649457,0.8495506693485908,0.0025,0.502
9.5,0.0006913354497354529,35.338052342920406,5.170517708746066,0.0012330780412704023,0.8499883250528215,0.002638888888888889,0.5021111111111111
10.0,0.0007043386243386273,35.87138567625374,5.170517708746066,0.0012562707317018207,0.8504870681044732,0.002777777777777778,0.5022222222222222
10.5,0.0007130074074074111,36.22694123180929,5.170517708746066,0.0012717325253227662,0.8498204536143449,0.002916666666666667,0.5023333333333333
11.0,0.0007260105820105878,36.76027456514262,5.170517708746066,0.0012949252157541844,0.8498638670648886,0.0030555555555555557,0.5024444444444445
11.5,0.0007346793650793681,37.11583012069818,5.170517708746066,0.00131038700937513,0.8504028819329568,0.0031944444444444446,0.5025555555555555
12.0,0.0007476825396825437,37.649163454031516,5.170517708746066,0.001333579699806548,0.8513075862849213,0.0033333333333333335,0.5026666666666667
12.5,0.0007563513227513275,38.00471900958707,5.170517708746066,0.0013490414934274936,0.850343478183801,0.003472222222222222,0.5027777777777778
13.0,0.0007693544973545008,38.5380523429204,5.170517708746066,0.001372234183858912,0.8498289300966545,0.003611111111111111,0.5028888888888889
13.5,0.0007780232804232856,38.89360789847596,5.170517708746066,0.001387695977479857,0.8506531484759768,0.00375,0.503
14.0,0.0007910264550264584,39.42694123180929,5.170517708746066,0.0014108886679112754,0.850378983617353,0.0038888888888888888,0.5031111111111111
14.5,0.0007996952380952438,39.78249678736485,5.170517708746066,0.001426350461532221,0.8501455549775312,0.004027777777777778,0.5032222222222222
15.0,0.0008126984126984161,40.31583012069818,5.170517708746066,0.0014495431519636393,0.8502102377819558,0.004166666666666667,0.5033333333333333
15.5,0.0008213671957671997,40.671385676253735,5.170517708746066,0.0014650049455845848,0.8495774760486584,0.0043055555555555555,0.5034444444444445
16.0,0.0008343703703703742,41.204719009587066,5.170517708746066,0.001488197636016003,0.850349013014465,0.0044444444444444444,0.5035555555555555
16.5,0.0008430391534391569,41.56027456514263,5.170517708746066,0.0015036594296369487,0.8507658296859091,0.004583333333333333,0.5036666666666667
17.0,0.0008560423280423323,42.09360789847596,5.170517708746066,0.0015268521200683667,0.8502363837261331,0.004722222222222222,0.5037777777777778
