timestamp,reward
0.0,0.5001100812522629
0.5,0.5002211376899881
1.0,0.500332211566638
1.5,0.5004432656477518
2.0,0.5005543379533274
2.5,0.5006653896778296
3.0,0.5007764604123309
3.5,0.5008875097802218
4.0,0.5009985789436487
4.5,0.501109625954928
5.0,0.5012206935472808
5.5,0.5013317382019485
6.0,0.5014428042232271
6.5,0.5015538465212834
7.0,0.5016649109714876
7.5,0.5017759509129325
8.0,0.5018870137920624
8.5,0.5019980513768957
9.0,0.5021091126849512
9.5,0.5022201479131732
10.0,0.5023312076501543
10.5,0.5024422405217649
11.0,0.5025532986876717
11.5,0.5026643292026708
12.0,0.5027753857975034
12.5,0.502886413955891
13.0,0.5029974689796493
13.5,0.5031084947814253
14.0,0.5032195482341093
14.5,0.5033305716792739
15.0,0.5034416235608836
15.5,0.5035526446494367
16.0,0.5036636949599721
16.5,0.5037747136919138
17.0,0.503885762431375
17.5,0.5039967788067051
18.0,0.5041078259750917
18.5,0.5042188399938107
19.0,0.504329885591123
19.5,0.5044408972532304
20.0,0.5045519412794685
20.5,0.5046629505849644
21.0,0.5047739930401282
21.5,0.5048849999890126
22.0,0.504996040873102
22.5,0.5051070454653749
23.0,0.5052180847783901
23.5,0.5053290870140515
24.0,0.5054401247559925
24.5,0.5055511246350425
25.0,0.5056621608059091
25.5,0.5057731583283476
26.0,0.5058841929281399
26.5,0.5059951880939669
27.0,0.5061062211226848
27.5,0.5062172139319004
28.0,0.506328245389544
28.5,0.5064392358421482
29.0,0.5065502657287175
29.5,0.5066612538247103
30.0,0.5067722821402052
30.5,0.5068832678795865
31.0,0.5069942946240071
31.5,0.5071052780067768
32.0,0.5072163031801233
32.5,0.5073272842062816
33.0,0.5074383078085537
33.5,0.5075492864781005
34.0,0.5076603085092983
34.5,0.5077712848222337
35.0,0.5078823052823571
35.5,0.507993279238681
36.0,0.5081042981277302
36.5,0.5082152697274427
37.0,0.5083262870454174
37.5,0.5084372562885184
38.0,0.508548272035419
38.5,0.5086592389219086
39.0,0.5087702530977347
39.5,0.5088812176276127
40.0,0.5089922302323647
40.5,0.5091031924056312
41.0,0.5092142034393089
41.5,0.509325163255964
42.0,0.5094361727185673
42.5,0.509547130178611
43.0,0.5096581380701399
43.5,0.5097690931735721
44.0,0.5098800994940267
44.5,0.5099910522408475
45.0,0.5101020569902278
45.5,0.5102130073804372
46.0,0.5103240105587432
46.5,0.510434958592341
47.0,0.5105459601995728
47.5,0.5106569058765591
48.0,0.5107679059127165
48.5,0.5108788492330913
