timestamp_s,zoneA_C,zoneB_C,zoneC_C,sample_TC1_C,sample_TC2_C,o2_ppm,chamber_pressure_torr,relative_density,densification_rate_s,curvature_mean_abs,curvature_max_abs,max_principal_strain,strain_std
0.0,489.8075256347656,498.7124328613281,505.70550537109375,497.341064453125,499.4642333984375,4.9947402765251425,750.0882911747299,0.6000000000000011,6.661338147750939e-14,2.4873354931287395e-08,1.6251397028099746e-07,2.505490556359291e-05,7.004283819611601e-10
0.016666666666666666,490.2103271484375,499.44879150390625,505.9569091796875,497.78564453125,499.92425537109375,4.922181483351227,750.0345065726628,0.6000000000000022,6.661338147750939e-14,2.619200500930674e-08,2.0863080862909555e-07,2.505490556359291e-05,7.250297029415265e-10
0.03333333333333333,490.45257568359375,499.58782958984375,504.92535400390625,497.58990478515625,499.61029052734375,5.150844771430396,750.3169524477879,0.6000000000000033,6.661338147750939e-14,2.489789707738055e-08,1.5190016711130738e-07,2.505490556359291e-05,7.156096271110357e-10
0.05,491.6340026855469,498.1577453613281,504.4507751464844,497.52960205078125,499.18560791015625,5.124888144337128,750.3380595282961,0.6000000000000044,6.661338147750939e-14,2.3242218816221794e-08,1.7425918485969305e-07,2.505420161469374e-05,5.19268905652126e-10
0.06666666666666667,491.9429016113281,498.63720703125,504.2311706542969,497.71466064453125,499.33978271484375,5.079819323577525,750.3199530352275,0.6000000000000055,6.661338147750939e-14,2.520198627564696e-08,1.6258127288892865e-07,2.505420707166195e-05,5.294105154263207e-10
0.08333333333333333,492.1355895996094,498.4678039550781,503.7923889160156,497.60589599609375,499.1458740234375,5.03716626231875,750.2665087340285,0.6000000000000066,6.661338147750939e-14,2.4038124379899273e-08,2.1491359802894294e-07,2.5053974241018295e-05,5.016714821337587e-10
0.1,493.1746826171875,498.6532897949219,503.5683898925781,498.00677490234375,499.36566162109375,4.965301199329932,750.2534681655859,0.6000000000000077,6.661338147750939e-14,2.1992052623431846e-08,1.7679121810942888e-07,2.5053974241018295e-05,4.365167116660018e-10
0.11666666666666667,493.3748779296875,498.9635009765625,505.16156005859375,498.6851806640625,500.1731262207031,5.033336887783992,750.5532994452709,0.6000000000000089,6.661338147750939e-14,2.3991223230268588e-08,2.0094375940971076e-07,2.5053974241018295e-05,4.5077555577144324e-10
0.13333333333333333,494.3044738769531,498.8568420410156,504.3692626953125,498.77935791015625,500.03118896484375,5.024992800603018,750.8248895463757,0.60000000000001,6.661338147750939e-14,2.3950805783101714e-08,1.58430339070037e-07,2.5053508579730988e-05,3.71952690869648e-10
0.15,494.8477478027344,499.4114990234375,504.2626953125,499.1165466308594,500.31353759765625,4.999988793447013,750.9865734885701,0.6000000000000111,6.661338147750939e-14,2.3329766563051635e-08,1.8187984096584842e-07,2.5053508579730988e-05,3.6808839309898644e-10
