Porosity_fraction,Average_Pore_Size_um,Pore_Size_Std_um,Average_Grain_Size_um,Grain_Size_Std_um,Tortuosity,Connectivity_factor,Surface_Area_m2_g,Material,Composition,Temperature_C,Time_min
0.5689575184169084,2.463501243117013,1.2257119916246924,0.7463434304503639,0.42538602643137663,3.081828012942338,0.5057527821947814,9.052033569004417,functional_layer,NiO-YSZ (40-60 vol%),1250,0
0.44070700427710613,1.758850692156246,0.7721356771647937,1.1181498935616905,0.4529815737381511,2.7556557336605856,0.7222055572238969,7.492543285900769,functional_layer,NiO-YSZ (40-60 vol%),1250,30
0.3636742322842661,1.2839840113368128,0.1884730290287076,1.212763370400011,0.42083664311540503,2.3485018402755675,0.7978955580051903,6.373064843095149,functional_layer,NiO-YSZ (40-60 vol%),1250,60
0.272777069507448,0.8925436010736078,0.3117032117590231,1.2727053476297743,0.46669148399238364,2.204740340476693,0.8357491579467153,4.712141743277191,functional_layer,NiO-YSZ (40-60 vol%),1250,120
0.21127692743261076,0.737343444713456,0.3317266492319577,1.4132578243185272,0.534868313798621,1.8389723103122353,0.9468549050085592,2.502154631438884,functional_layer,NiO-YSZ (40-60 vol%),1250,240
0.17692696184542323,0.740642200897125,0.21944673003099627,1.6220081277227159,0.6186259951407505,1.7236091675008818,0.9099831881446646,0.780315594084595,functional_layer,NiO-YSZ (40-60 vol%),1250,480
0.5172156865248652,2.615897477644034,1.174039700608623,0.8702967993398185,0.41172123015522333,2.931365173813986,0.6423045520953033,8.623189490558426,functional_layer,NiO-YSZ (40-60 vol%),1300,0
0.4714485080901694,2.0068282811781173,0.8128777292200979,1.2324076042024916,0.4405734754104308,2.759621847715937,0.7332070640066477,7.596076208025427,functional_layer,NiO-YSZ (40-60 vol%),1300,15
0.4090804469396443,1.4527739379805646,0.6517015571701797,1.3245772566877976,0.4766886845233577,2.4613993064634627,0.7559137908631839,6.741551065148116,functional_layer,NiO-YSZ (40-60 vol%),1300,30
0.31439730907028207,1.1017543445253297,0.5077490036498725,1.3864411958033027,0.5338448602313538,2.231599453912984,0.8532328886420439,5.165626345922069,functional_layer,NiO-YSZ (40-60 vol%),1300,60
0.1680923233613745,0.8475721553180455,0.22386868388945858,1.4262799796118293,0.5298164578035812,1.7357638264228594,0.9731106878801866,3.5404817429519917,functional_layer,NiO-YSZ (40-60 vol%),1300,120
0.055877793035319666,0.7845832431320073,0.24917726585574732,1.6681183653576015,0.552036798971124,1.4252532211414513,1.000604215130106,1.633322480041481,functional_layer,NiO-YSZ (40-60 vol%),1300,240
0.5446227334690656,1.9794660124432941,1.2420629951487558,0.6793264389598164,0.31815729157807493,2.899038491562288,0.6482471270203863,8.744303882912098,functional_layer,NiO-YSZ (40-60 vol%),1350,0
0.4845559817407571,2.0403787094523445,0.7945418897730591,1.0288476724330586,0.46784771154508603,3.0661106869797927,0.7013418763507918,7.505842309569079,functional_layer,NiO-YSZ (40-60 vol%),1350,10
0.41468239767291803,1.3646162500342858,0.5401782303483835,1.562917360468122,0.4644758314348043,2.7108332080120157,0.7848121394698456,6.818054827440246,functional_layer,NiO-YSZ (40-60 vol%),1350,20
0.3017216598916551,1.0546376320324147,0.3361722620393398,1.4140498277930669,0.5331846028512922,2.321663515319524,0.8234216854863402,5.7227173403809495,functional_layer,NiO-YSZ (40-60 vol%),1350,40
0.11789680507333024,0.7313499007782903,0.32687174474752195,1.8897887621364662,0.5602611778370797,1.6367567506021836,0.9660202704806996,3.713188953307484,functional_layer,NiO-YSZ (40-60 vol%),1350,80
0.024472128439781006,0.7348954252569653,0.35765256335588047,1.8738330511626964,0.6026435260450264,1.3344929142380904,0.9517385044836525,1.996135969018809,functional_layer,NiO-YSZ (40-60 vol%),1350,160
0.5424692376431701,2.313300276551515,1.241349651158947,0.6722220672507883,0.2789760285618507,3.404125500912206,0.6466252679320363,8.183840954735661,functional_layer,NiO-YSZ (40-60 vol%),1400,0
0.5025841513981871,2.0650876226269435,0.6900507447563995,1.160927098386337,0.4329162983106105,3.040042500874234,0.6563750494740015,7.888933024451273,functional_layer,NiO-YSZ (40-60 vol%),1400,5
0.46368627660423706,1.8474749732809679,0.7271343784240178,1.3687762819829135,0.5297667358229645,2.6269446891083765,0.7238255373732105,6.950546469735044,functional_layer,NiO-YSZ (40-60 vol%),1400,10
0.3434085961072076,1.6805610549616383,0.37941619174539476,1.5059115231672444,0.5335617894085695,2.6260965382959083,0.7966372984882785,6.358537731140025,functional_layer,NiO-YSZ (40-60 vol%),1400,20
0.18022076479700688,0.8522522832823555,0.46004032046296045,1.6284796774373071,0.542304753543408,1.9857982542779915,0.9117495257011409,4.965253968895274,functional_layer,NiO-YSZ (40-60 vol%),1400,40
0.024729569552773476,0.6867367963323749,0.40331011428039043,1.953109026826212,0.6883431153413279,1.244526314708355,0.9683834182482957,2.9005576127161405,functional_layer,NiO-YSZ (40-60 vol%),1400,80
