Porosity_fraction,Average_Pore_Size_um,Pore_Size_Std_um,Average_Grain_Size_um,Grain_Size_Std_um,Tortuosity,Connectivity_factor,Surface_Area_m2_g,Material,Composition,Temperature_C,Time_min
0.5838417141178505,2.5266163338309178,1.321335050525338,0.8846086489538829,0.250255905137867,3.1849849721219816,0.70698304629996,8.48994605618402,anode,NiO-YSZ (60-40 vol%),1250,0
0.44401665321277195,1.8387376617638331,0.8266990201636202,1.289133444175127,0.41305629319447473,2.8033658902925325,0.7447532373443049,7.477089823921058,anode,NiO-YSZ (60-40 vol%),1250,30
0.3858691415713817,1.2981691873122263,0.32965529517218595,1.286699423426524,0.5078017470708833,2.469770961935006,0.7938316878849571,6.5635639364272444,anode,NiO-YSZ (60-40 vol%),1250,60
0.3072761746007523,0.9402431001228219,0.30700274359024865,1.3183405158894375,0.40752863863643535,2.3065753700154668,0.8871786190137203,4.562813365103508,anode,NiO-YSZ (60-40 vol%),1250,120
0.22478715189084345,0.8399377062430848,0.43137416862490807,1.6127997619453318,0.4930498809561459,1.8347383520381153,0.8780921690512329,2.4037533637385975,anode,NiO-YSZ (60-40 vol%),1250,240
0.20087081410647126,0.8257725148994726,0.20236457502178398,1.5526612686865224,0.5279874805066057,1.7564665229223264,0.9410418809276,0.7974717476592249,anode,NiO-YSZ (60-40 vol%),1250,480
0.5216573917799385,2.7244001517957863,1.2927371154162524,0.9191022182392787,0.22428878029500549,3.0793938649132357,0.6707135766336684,8.812097789200308,anode,NiO-YSZ (60-40 vol%),1300,0
0.4638913771189797,1.9453910157818157,0.8852406130863542,1.220788603775595,0.5288859223137057,2.983025020083093,0.7161980030044245,8.014026081564458,anode,NiO-YSZ (60-40 vol%),1300,15
0.42975619517075536,1.7004875762273466,0.8348495191051675,1.5469638249082027,0.5176923688013597,2.5354216537840237,0.7114784740877412,6.843420747897027,anode,NiO-YSZ (60-40 vol%),1300,30
0.3183919711520301,1.2978734881761678,0.5498858297463757,1.400945824731258,0.5185207074229486,2.2195659980768365,0.8598646472049712,5.616739471287724,anode,NiO-YSZ (60-40 vol%),1300,60
0.18758864112209317,0.8168042885505024,0.27626481965645555,1.903860466924935,0.49098692158273133,1.873534772092171,0.9279316748172368,3.4413375822258683,anode,NiO-YSZ (60-40 vol%),1300,120
0.09737460371099181,0.7376195118296608,0.2082189433056049,1.8984087495816249,0.7118068456940544,1.279645375120875,1.0014894537009338,1.5823812149927499,anode,NiO-YSZ (60-40 vol%),1300,240
0.556959253093161,2.6968815351465194,1.1625566214954017,0.7691418202144319,0.29244681049070254,3.5750986397043873,0.6094956070431696,8.823881281850793,anode,NiO-YSZ (60-40 vol%),1350,0
0.47106966658919475,1.8899892821373458,0.7692071014999999,1.294700271148295,0.5115276388711706,2.879139805279435,0.7094575961303106,7.392425757582483,anode,NiO-YSZ (60-40 vol%),1350,10
0.4274019285007582,1.2800101975656661,0.5761689858215971,1.608804538967479,0.503853155443708,2.487387525122963,0.7385675686129151,7.4637974640104225,anode,NiO-YSZ (60-40 vol%),1350,20
0.30675475468309527,1.2065245061842533,0.5521752726574833,1.5100823500198768,0.5583992818445395,2.3556181974926034,0.8180209868793101,5.772553180053379,anode,NiO-YSZ (60-40 vol%),1350,40
0.1371047187392553,0.8674147469049509,0.38430523284623136,1.7460893635677708,0.7500781084822062,1.5081826892891352,0.9797025436753889,3.5020460002183333,anode,NiO-YSZ (60-40 vol%),1350,80
0.01953995611582362,0.8262707649042744,0.28572247601412604,1.8006347152738402,0.7639049374377785,1.204660168059119,0.9612703133614171,1.7157796245572259,anode,NiO-YSZ (60-40 vol%),1350,160
0.5404196435794952,2.2756893816060337,1.2725821039963028,0.7283540675795586,0.3051711470986878,2.800100602497236,0.5922289699130012,8.163034181861054,anode,NiO-YSZ (60-40 vol%),1400,0
0.4960301089098759,1.8376263692965868,0.7256503934360169,1.4966114474385734,0.5603639198497443,3.042834661752086,0.6838410015264399,7.96738250587226,anode,NiO-YSZ (60-40 vol%),1400,5
