Porosity_fraction,Average_Pore_Size_um,Pore_Size_Std_um,Average_Grain_Size_um,Grain_Size_Std_um,Tortuosity,Connectivity_factor,Surface_Area_m2_g,Material,Composition,Temperature_C,Time_min
0.5538422751898351,2.513820534890963,1.1363388013213314,0.8106093031865541,0.31394120761457855,3.05823458573469,0.587272762456687,8.364733340413633,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1250,0
0.43218116711942844,1.7503186697788085,0.5689468342615001,0.9638303744456599,0.34300399854874997,2.7565606211192817,0.7306022453223429,7.05757879514029,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1250,30
0.3702682759180032,1.2144260650801928,0.4829106316965609,1.0274243780985288,0.37645023700757974,2.4593040351480164,0.7944479442928514,6.273310239251495,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1250,60
0.29109313528853625,0.8997138251902386,0.29306354596004425,1.1195811973381744,0.4787299642030256,2.100060644102315,0.8676283163721098,4.419231324817843,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1250,120
0.18874185753616637,0.7367638082583471,0.3420842924787328,1.3314595020843412,0.5087633306616461,1.8542866164584415,0.932840203688868,2.5780025403180713,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1250,240
0.1687797875109987,0.8136370296728633,0.2920968381463684,1.12117784980167,0.4109080298692392,1.8186819581419174,0.9467431963538152,0.7088131685810847,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1250,480
0.5435878877831329,2.06301473616803,1.331880473260589,0.8460550065590446,0.35644787023577,3.4456817060747063,0.6285500032961056,7.912238242745499,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1300,0
0.4736860782039823,1.609457236362857,0.5795365692107102,0.9361291853816789,0.3643467222184743,2.889373039272821,0.7116996622129258,8.036194539090916,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1300,15
0.38893846112351915,1.5026663405037215,0.5969133635258945,1.0186343237969342,0.4045046959739086,2.447835563388045,0.7823546347998812,6.726402863464129,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1300,30
0.25990252536908676,1.0339333491835285,0.3929755304420953,1.3079226835856657,0.4759217649689541,2.2457402543464413,0.8240393816528085,5.722347176532671,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1300,60
0.13760143282381246,0.7377886673950558,0.4567417158485277,1.2934048585024016,0.49817275920152077,1.7274471996949174,0.9170653087656039,3.6603475479585734,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1300,120
0.032160474974628206,0.7509621577015941,0.3041611979122041,1.3300069670651025,0.45347104446699654,1.306585003886133,0.9914851497183796,1.418917563944937,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1300,240
0.5812105441850681,2.445753184836064,1.0655213515740056,0.6757255481428328,0.23332540363406964,3.1258265960426947,0.6419850606502805,8.33905817978984,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1350,0
0.46271323590766245,1.7745400831552078,0.6632884795219129,1.1630236271952294,0.44725862675568284,2.949071487971138,0.7129156741718996,7.287644171482192,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1350,10
0.4074465616636873,1.7646099139618505,0.7124110302019073,1.2485610892403864,0.3454259513181682,2.664519882181648,0.7762474454358159,6.651436261544225,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1350,20
0.27943835991905536,1.0948632971945769,0.6218337811342994,1.4871694949978695,0.42894824111691177,2.1465522097157717,0.8390332500431179,5.85384955668346,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1350,40
0.091823406330621,0.8555042239279771,0.36674787628785627,1.5559101057090454,0.5341924306440162,1.5542700328414507,0.9989285634393549,3.5981391581265854,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1350,80
0.029740971205219256,0.7590345726745107,0.43753093749933736,1.5155879905485745,0.5159073626628825,1.3780617576333756,0.9661867322550248,1.7086412102607005,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1350,160
0.5422971592831091,2.799325699446559,1.2464221287733637,0.7401074197264336,0.30697887903001786,2.8723905628983046,0.6861531481297023,9.124241437127454,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1400,0
0.48945113083267505,2.2786904121908624,0.776229258054763,1.1660914674141736,0.4442870741335911,3.019036603286499,0.671658117341664,6.963478556949555,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1400,5
0.43567006568257144,2.0324182936959927,0.6921395801061694,1.2540760669140651,0.4700946583862627,2.8624179558467038,0.6879466681957899,7.67224070167629,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1400,10
0.3459097198758436,1.1676564153898747,0.553228291703347,1.4480512075933507,0.4459036351838381,2.344943273554383,0.8073390924646117,6.702034138566869,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1400,20
0.14958945020543143,0.8539121663887241,0.6266288356688268,1.5453697480754947,0.4176434877542806,1.8544922076799473,0.9075040031811312,5.123113724695032,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1400,40
0.028169813064353785,0.9118017309938259,0.4243277332333272,1.791301524513339,0.611960591173815,1.2816436568058152,0.9632682521440427,2.610626917159392,electrolyte,8YSZ (8 mol% Y2O3-ZrO2),1400,80
