Material,Temperature_C,Theta_K_s,Relative_Density,Densification_Rate_per_s
functional_layer,1200.0,88389.0,0.5026315789473684,6.644906514789351e-09
functional_layer,1200.0,144771.78686396277,0.5026315789473684,8.630707678624506e-09
functional_layer,1200.0,237120.79864897966,0.5026315789473684,8.183074974059252e-09
functional_layer,1200.0,388378.6638950855,0.5026315789473684,8.630141654531097e-09
functional_layer,1200.0,636122.9695089882,0.5026315789473684,7.0807645829407664e-09
functional_layer,1200.0,1041901.8086077039,0.5026315789473684,6.018293488962265e-09
functional_layer,1200.0,1706524.4155826154,0.5026315789473684,7.63078177169376e-09
functional_layer,1200.0,2795105.601046229,0.5026315789473684,6.549586022170319e-09
functional_layer,1200.0,4578085.874225674,0.5026315789473684,9.894038122040014e-09
functional_layer,1200.0,7498418.043289525,0.5026315789473684,1.675341601207119e-08
functional_layer,1200.0,12281611.725214725,0.5026315789473684,7.990072350348878e-09
functional_layer,1200.0,20115974.555982452,0.5026315789473684,1.5671022851839484e-08
functional_layer,1200.0,32947828.134491708,0.5026315789473684,1.170088389796459e-08
functional_layer,1200.0,53965040.359288044,0.5026315789473684,9.990883836097941e-09
functional_layer,1200.0,88389000.0,0.5026315789473684,1.0945249645326887e-08
functional_layer,1200.0,88389.0,0.5289473684210526,8.201888829195425e-09
functional_layer,1200.0,144771.78686396277,0.5289473684210526,9.842332626675198e-09
functional_layer,1200.0,237120.79864897966,0.5289473684210526,6.700919892848459e-09
functional_layer,1200.0,388378.6638950855,0.5289473684210526,8.422999352932283e-09
functional_layer,1200.0,636122.9695089882,0.5289473684210526,8.671376490620552e-09
functional_layer,1200.0,1041901.8086077039,0.5289473684210526,1.1310598708096729e-08
functional_layer,1200.0,1706524.4155826154,0.5289473684210526,7.717234104317946e-09
functional_layer,1200.0,2795105.601046229,0.5289473684210526,1.0388512206211666e-08
functional_layer,1200.0,4578085.874225674,0.5289473684210526,1.2070018998873538e-08
functional_layer,1200.0,7498418.043289525,0.5289473684210526,8.11610681538145e-09
functional_layer,1200.0,12281611.725214725,0.5289473684210526,1.0049769413568813e-08
functional_layer,1200.0,20115974.555982452,0.5289473684210526,9.975107806554648e-09
functional_layer,1200.0,32947828.134491708,0.5289473684210526,1.3442571316428775e-08
functional_layer,1200.0,53965040.359288044,0.5289473684210526,7.043665264965773e-09
functional_layer,1200.0,88389000.0,0.5289473684210526,7.834562084928867e-09
functional_layer,1200.0,88389.0,0.5552631578947369,7.226771886233625e-09
functional_layer,1200.0,144771.78686396277,0.5552631578947369,7.006050493693625e-09
functional_layer,1200.0,237120.79864897966,0.5552631578947369,8.332881145781521e-09
functional_layer,1200.0,388378.6638950855,0.5552631578947369,1.0836216079552275e-08
functional_layer,1200.0,636122.9695089882,0.5552631578947369,1.2558183564784516e-08
