Temperature_C,Relative_Density,Hold_Time_min,Sintering_Stress_MPa,Bulk_Viscosity_Pa_s,Shear_Viscosity_Pa_s,Densification_Rate_per_s,Grain_Growth_Rate_um_per_s,Material,Composition
1200.0,0.45,1.0,1.5394355907962822e-07,6.229494628553796e+31,4.173761401131043e+31,1.3128402345099435e-08,1.4181302905964711e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,1.637893706954064,1.4068649401598471e-07,7.199320055297914e+31,4.823544437049603e+31,1.0038903683396623e-08,6.498538012324178e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,2.6826957952797255,1.5775087449698932e-07,8.003116614811608e+31,5.362088131923778e+31,9.141553651297561e-09,1.4620519786042343e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,4.39397056076079,1.6161156601953538e-07,8.95584750978393e+31,6.000417831555233e+31,1.218294575043657e-08,8.8757195270916695e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,7.196856730011519,1.2903504708005065e-07,7.000449201092875e+31,4.690300964732226e+31,7.998103794186082e-09,6.037933782045478e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,11.787686347935873,1.7631608085088406e-07,5.516748142842049e+31,3.6962212557041734e+31,1.1731214084190418e-08,7.534565583320276e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,19.306977288832496,1.4724909420294657e-07,8.966545093265882e+31,6.007585212488141e+31,1.0803728151635315e-08,1.1030602733283637e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,31.622776601683793,1.310722965268501e-07,7.025750088975209e+31,4.70725255961339e+31,6.1855813614225045e-09,9.654800939146067e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,51.7947467923121,1.585310712858243e-07,8.85134251982757e+31,5.930399488284473e+31,1.169077018807136e-08,9.04951917404709e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,84.83428982440716,1.5650117696573782e-07,6.188734093955854e+31,4.146451842950423e+31,9.3604634243141e-09,5.623273715711103e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,138.94954943731375,1.4024055250255347e-07,9.337199689552902e+31,6.255923792000445e+31,9.407790661713939e-09,6.8775987832089485e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,227.58459260747887,1.409533440035474e-07,4.826564275317891e+31,3.233798064462987e+31,5.709175408775133e-09,1.254573349382811e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,372.7593720314938,1.571706306297309e-07,9.940922025710843e+31,6.660417757226265e+31,1.1090509621435579e-08,1.1905116411945034e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,610.5402296585327,1.875951864681258e-07,6.8807377167068135e+31,4.610094270193566e+31,8.876366548334283e-09,9.707807302483196e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.45,1000.0,1.2450895180487294e-07,5.930078095131052e+31,3.973152323737805e+31,9.169967514741478e-09,6.389955928930417e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,1.0,1.6018570958055586e-07,8.52453366981071e+31,5.711437558773176e+31,1.2375157895049402e-08,1.1121494558819507e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,1.637893706954064,1.5277219196365288e-07,9.82435085311455e+31,6.582315071586749e+31,8.357223111971648e-09,1.1372082947077486e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,2.6826957952797255,1.836104885899315e-07,9.26119430710051e+31,6.2050001857573425e+31,1.3814873255092493e-08,1.2037484402964056e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,4.39397056076079,1.130263918569807e-07,8.411113736811701e+31,5.635446203663841e+31,1.0068400170598613e-08,5.538272448298058e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,7.196856730011519,1.206033181978178e-07,1.4967446974749274e+32,1.0028189473082014e+32,8.89423482173246e-09,7.788153902508127e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,11.787686347935873,1.3106381208685338e-07,1.2471665825622195e+32,8.356016103166871e+31,9.380620891330348e-09,1.4300391179386948e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,19.306977288832496,1.360488727163756e-07,7.460785986195135e+31,4.998726610750741e+31,1.2516150038795657e-08,7.799190269513489e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,31.622776601683793,1.9895218178271698e-07,7.4224627472467945e+31,4.973050040655352e+31,1.0100154518924508e-08,8.186566610940723e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,51.7947467923121,1.3971222278002244e-07,1.5170468613961011e+32,1.0164213971353877e+32,8.162660392952358e-09,1.0636524771636135e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,84.83428982440716,1.3000770775225568e-07,9.922772701625208e+31,6.6482577100888895e+31,8.593398880181533e-09,1.0601909575411592e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,138.94954943731375,1.4481789361639993e-07,1.082674445740849e+32,7.253918786463689e+31,6.690079819274387e-09,1.05372209704338e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,227.58459260747887,1.2796577279187847e-07,9.826217232839608e+31,6.583565546002538e+31,1.3617722491214013e-08,6.845459865627394e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,372.7593720314938,1.5215676085246095e-07,6.5508466089380645e+31,4.389067227988504e+31,1.2707704814045407e-08,9.660723350479664e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,610.5402296585327,1.5384150569236935e-07,8.623411476645078e+31,5.777685689352203e+31,6.805964652146962e-09,1.5512901171893012e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.47631578947368425,1000.0,1.404780989065809e-07,8.244110117440487e+31,5.523553778685127e+31,1.3106703184139694e-08,1.3762334679847064e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,1.0,1.1462484959757635e-07,1.04218814645842e+32,6.982660581271414e+31,5.354324125280416e-09,1.8477553190493334e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,1.637893706954064,1.2763067415387264e-07,1.3044222502044934e+32,8.739629076370106e+31,1.2359997155583844e-08,9.556708764936512e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,2.6826957952797255,1.1428900199590213e-07,9.77833252974322e+31,6.551482794927957e+31,1.0906483986557882e-08,1.321140120723975e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,4.39397056076079,1.291813857579858e-07,9.789833016188538e+31,6.559188120846321e+31,1.0688883921637682e-08,9.729217359318087e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,7.196856730011519,1.1035932844707569e-07,1.583790294507872e+32,1.0611394973202744e+32,9.226533271958801e-09,1.3178935769808993e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,11.787686347935873,9.751554860736156e-08,1.183225038227562e+32,7.927607756124666e+31,1.1651916092226061e-08,8.783962711677435e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,19.306977288832496,1.367995578910229e-07,1.0324498367116213e+32,6.917413905967863e+31,8.438777300586533e-09,1.3721011162343679e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,31.622776601683793,1.395589501667107e-07,1.0313222851155679e+32,6.909859310274305e+31,1.1206005460695965e-08,1.2292998036035755e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,51.7947467923121,1.0310588721877058e-07,1.5329620441108092e+32,1.0270845695542423e+32,7.950419770357236e-09,1.0225281376152682e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,84.83428982440716,1.2567980616199535e-07,1.0402742131539226e+32,6.969837228131282e+31,1.2675887319320442e-08,7.680809736797446e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,138.94954943731375,1.0609526359879525e-07,9.460467948873316e+31,6.338513525745123e+31,1.0414068905746134e-08,9.872177034146204e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,227.58459260747887,1.3095923739407476e-07,9.754805733577348e+31,6.535719841496823e+31,8.24691260942548e-09,5.856099215652835e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,372.7593720314938,1.3829656582257127e-07,8.452781714025365e+31,5.663363748396995e+31,8.956885455709359e-09,1.105432808425252e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,610.5402296585327,1.084752364599658e-07,9.610561623226323e+31,6.439076287561636e+31,6.429515696938422e-09,9.633783941847229e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5026315789473684,1000.0,1.2708128954893155e-07,1.0319297917272832e+32,6.913929604572798e+31,1.303681961253008e-08,9.671658771496527e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,1.0,1.0955798550217978e-07,1.0762555582145018e+32,7.210912240037162e+31,1.5482623912306692e-08,1.416049287326501e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,1.637893706954064,1.2086264026689336e-07,1.5951068926856364e+32,1.0687216180993765e+32,1.388697520802422e-08,1.0862366736162422e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,2.6826957952797255,1.3966141747732691e-07,9.914659019539689e+31,6.642821543091592e+31,7.316232341407831e-09,1.0625018756675983e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,4.39397056076079,1.1467541988856079e-07,1.1318196657504968e+32,7.583191760528329e+31,7.844898302072075e-09,8.471247087737059e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,7.196856730011519,1.0536401707910104e-07,1.2991896013867433e+32,8.704570329291181e+31,1.0380315428310972e-08,1.6761861496707322e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,11.787686347935873,1.0392922201284234e-07,1.4060198671468702e+32,9.420333109884031e+31,8.680581015342643e-09,1.3718487242760553e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,19.306977288832496,9.557652271886111e-08,1.5347563113890263e+32,1.0282867286306477e+32,8.642786744788882e-09,1.6028129910819866e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,31.622776601683793,8.585798536072339e-08,1.0219477591226653e+32,6.847049986121858e+31,1.016951565292858e-08,7.852982692202012e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,51.7947467923121,1.1029908133505825e-07,1.1484152390641383e+32,7.694382101729727e+31,9.40764328026465e-09,1.5671714089768465e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,84.83428982440716,9.777600280330431e-08,1.32376207181744e+32,8.869205881176849e+31,1.0137495849632783e-08,7.588420137947883e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,138.94954943731375,1.3067660208129625e-07,1.4952894847317994e+32,1.0018439547703058e+32,7.622906828248939e-09,1.5644622723178463e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,227.58459260747887,1.1918107262916752e-07,1.5455601487295714e+32,1.0355252996488129e+32,1.0239640456617772e-08,1.2363742799824013e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,372.7593720314938,1.0558544764163273e-07,6.274092488748246e+31,4.203641967461325e+31,1.070082979671291e-08,1.254686918494631e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,610.5402296585327,1.425115069318598e-07,1.2915237247539832e+32,8.653208955851688e+31,7.815585763419314e-09,1.2255726227315498e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5289473684210526,1000.0,1.1319208079202956e-07,1.0802052826021021e+32,7.237375393434085e+31,9.11680581703285e-09,8.809650726141068e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,1.0,9.770528135313455e-08,1.8310177785438383e+32,1.2267819116243717e+32,1.3236115835452773e-08,1.3814025877876992e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,1.637893706954064,1.1859216404581747e-07,1.754209915327368e+32,1.1753206432693367e+32,9.46176937227694e-09,1.3903261355426085e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,2.6826957952797255,7.147893691035894e-08,1.288662746681687e+32,8.634040402767303e+31,7.55239268622834e-09,1.2610790641761493e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,4.39397056076079,1.097492311588778e-07,1.5529736601243187e+32,1.0404923522832937e+32,1.2109737660017748e-08,1.887250805848318e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,7.196856730011519,1.055979600719269e-07,1.2373254238138876e+32,8.290080339553048e+31,8.918095503475424e-09,6.643847959947072e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,11.787686347935873,1.3460892555773933e-07,1.627028901147124e+32,1.090109363768573e+32,1.104304235937037e-08,1.2515396403801778e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,19.306977288832496,9.637049925884402e-08,1.3074263701026312e+32,8.75975667968763e+31,1.2970736740035627e-08,1.412752043276595e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,31.622776601683793,7.896268382913769e-08,1.715426095197942e+32,1.1493354837826211e+32,1.0602508461515685e-08,9.137525913999171e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,51.7947467923121,7.057260490593597e-08,1.7143075282854396e+32,1.1485860439512446e+32,7.670041834991299e-09,2.4430535193960736e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,84.83428982440716,9.270441558781955e-08,1.5124729203295059e+32,1.013356856620769e+32,1.2626691016999697e-08,1.7009709922775116e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,138.94954943731375,9.70179167404213e-08,1.4401787860539048e+32,9.649197866561163e+31,1.167194291403847e-08,9.009260185084813e-16,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,227.58459260747887,1.077302240720192e-07,1.938364776027812e+32,1.2987043999386342e+32,1.2793783343031187e-08,1.6925326726141427e-15,anode,NiO-YSZ (60-40 vol%)
1200.0,0.5552631578947369,372.7593720314938,1.1755895681317643e-07,1.1863876712594202e+32,7.948797397438116e+31,9.206601713863395e-09,2.067722355648107e-15,anode,NiO-YSZ (60-40 vol%)
