Material,Temperature_C,Theta_K_s,Relative_Density,Densification_Rate_per_s
electrolyte,1200.0,88389.0,0.5026315789473684,9.149365607079125e-09
electrolyte,1200.0,144771.78686396277,0.5026315789473684,1.0723721610738414e-08
electrolyte,1200.0,237120.79864897966,0.5026315789473684,6.701224167431955e-09
electrolyte,1200.0,388378.6638950855,0.5026315789473684,7.860646962394508e-09
electrolyte,1200.0,636122.9695089882,0.5026315789473684,8.758976266549339e-09
electrolyte,1200.0,1041901.8086077039,0.5026315789473684,9.992734818614936e-09
electrolyte,1200.0,1706524.4155826154,0.5026315789473684,1.1718259199979072e-08
electrolyte,1200.0,2795105.601046229,0.5026315789473684,8.425190569338154e-09
electrolyte,1200.0,4578085.874225674,0.5026315789473684,1.4414764104105396e-08
electrolyte,1200.0,7498418.043289525,0.5026315789473684,8.253983102360843e-09
electrolyte,1200.0,12281611.725214725,0.5026315789473684,7.142428636160183e-09
electrolyte,1200.0,20115974.555982452,0.5026315789473684,7.658810857957186e-09
electrolyte,1200.0,32947828.134491708,0.5026315789473684,1.2530948836834086e-08
electrolyte,1200.0,53965040.359288044,0.5026315789473684,1.178283435130479e-08
electrolyte,1200.0,88389000.0,0.5026315789473684,1.1743713911269691e-08
electrolyte,1200.0,88389.0,0.5289473684210526,8.250087849125869e-09
electrolyte,1200.0,144771.78686396277,0.5289473684210526,8.097082394419396e-09
electrolyte,1200.0,237120.79864897966,0.5289473684210526,6.8007950696143184e-09
electrolyte,1200.0,388378.6638950855,0.5289473684210526,1.0146019858075186e-08
electrolyte,1200.0,636122.9695089882,0.5289473684210526,1.3531865308909857e-08
electrolyte,1200.0,1041901.8086077039,0.5289473684210526,1.7801940013368437e-08
electrolyte,1200.0,1706524.4155826154,0.5289473684210526,9.7705601688276e-09
electrolyte,1200.0,2795105.601046229,0.5289473684210526,1.4291654464934673e-08
electrolyte,1200.0,4578085.874225674,0.5289473684210526,7.717988474385454e-09
electrolyte,1200.0,7498418.043289525,0.5289473684210526,1.0260237043009238e-08
electrolyte,1200.0,12281611.725214725,0.5289473684210526,9.318692544059812e-09
electrolyte,1200.0,20115974.555982452,0.5289473684210526,1.5280169466619743e-08
electrolyte,1200.0,32947828.134491708,0.5289473684210526,8.112500543963965e-09
electrolyte,1200.0,53965040.359288044,0.5289473684210526,9.389658414494063e-09
electrolyte,1200.0,88389000.0,0.5289473684210526,1.4347622566560757e-08
electrolyte,1200.0,88389.0,0.5552631578947369,9.780879845293775e-09
electrolyte,1200.0,144771.78686396277,0.5552631578947369,1.158445728532537e-08
electrolyte,1200.0,237120.79864897966,0.5552631578947369,1.1139541043543302e-08
electrolyte,1200.0,388378.6638950855,0.5552631578947369,1.0280987513920433e-08
electrolyte,1200.0,636122.9695089882,0.5552631578947369,9.770336467208884e-09
electrolyte,1200.0,1041901.8086077039,0.5552631578947369,1.2216065543500943e-08
electrolyte,1200.0,1706524.4155826154,0.5552631578947369,7.060893426749227e-09
electrolyte,1200.0,2795105.601046229,0.5552631578947369,1.0112276074355783e-08
electrolyte,1200.0,4578085.874225674,0.5552631578947369,1.2074174102955846e-08
electrolyte,1200.0,7498418.043289525,0.5552631578947369,1.3068670841958264e-08
electrolyte,1200.0,12281611.725214725,0.5552631578947369,6.678218636502499e-09
electrolyte,1200.0,20115974.555982452,0.5552631578947369,1.1622769459755503e-08
electrolyte,1200.0,32947828.134491708,0.5552631578947369,1.1973394167665231e-08
electrolyte,1200.0,53965040.359288044,0.5552631578947369,1.0891291425083001e-08
electrolyte,1200.0,88389000.0,0.5552631578947369,7.449414099751985e-09
electrolyte,1200.0,88389.0,0.5815789473684211,8.67097482897004e-09
electrolyte,1200.0,144771.78686396277,0.5815789473684211,1.0114471447964357e-08
electrolyte,1200.0,237120.79864897966,0.5815789473684211,1.0150432589007483e-08
electrolyte,1200.0,388378.6638950855,0.5815789473684211,1.2590561428788905e-08
electrolyte,1200.0,636122.9695089882,0.5815789473684211,1.4741470500843923e-08
electrolyte,1200.0,1041901.8086077039,0.5815789473684211,1.1820701259159532e-08
electrolyte,1200.0,1706524.4155826154,0.5815789473684211,7.92496665514106e-09
electrolyte,1200.0,2795105.601046229,0.5815789473684211,8.011974819578167e-09
electrolyte,1200.0,4578085.874225674,0.5815789473684211,5.438449974630029e-09
electrolyte,1200.0,7498418.043289525,0.5815789473684211,8.62235955415238e-09
electrolyte,1200.0,12281611.725214725,0.5815789473684211,7.936525608461114e-09
electrolyte,1200.0,20115974.555982452,0.5815789473684211,7.575555231688171e-09
electrolyte,1200.0,32947828.134491708,0.5815789473684211,8.835882506921205e-09
electrolyte,1200.0,53965040.359288044,0.5815789473684211,9.110345991689639e-09
electrolyte,1200.0,88389000.0,0.5815789473684211,8.087825849416658e-09
electrolyte,1200.0,88389.0,0.6078947368421053,1.3750775475076696e-08
electrolyte,1200.0,144771.78686396277,0.6078947368421053,8.474495469567955e-09
electrolyte,1200.0,237120.79864897966,0.6078947368421053,6.5692976694513594e-09
electrolyte,1200.0,388378.6638950855,0.6078947368421053,1.597601867522609e-08
electrolyte,1200.0,636122.9695089882,0.6078947368421053,1.3682999494517256e-08
electrolyte,1200.0,1041901.8086077039,0.6078947368421053,1.3467012908361722e-08
electrolyte,1200.0,1706524.4155826154,0.6078947368421053,8.633738431589893e-09
electrolyte,1200.0,2795105.601046229,0.6078947368421053,7.20608985524835e-09
electrolyte,1200.0,4578085.874225674,0.6078947368421053,9.941884900614819e-09
electrolyte,1200.0,7498418.043289525,0.6078947368421053,8.882027876446774e-09
electrolyte,1200.0,12281611.725214725,0.6078947368421053,7.432407277839238e-09
electrolyte,1200.0,20115974.555982452,0.6078947368421053,6.473424748082669e-09
electrolyte,1200.0,32947828.134491708,0.6078947368421053,9.39800330631598e-09
electrolyte,1200.0,53965040.359288044,0.6078947368421053,1.1569899549771977e-08
electrolyte,1200.0,88389000.0,0.6078947368421053,9.528723783744444e-09
electrolyte,1200.0,88389.0,0.6342105263157894,8.201706394724186e-09
electrolyte,1200.0,144771.78686396277,0.6342105263157894,1.1464091511394696e-08
electrolyte,1200.0,237120.79864897966,0.6342105263157894,1.2725510833592204e-08
electrolyte,1200.0,388378.6638950855,0.6342105263157894,6.104494896317987e-09
electrolyte,1200.0,636122.9695089882,0.6342105263157894,7.332059419270871e-09
electrolyte,1200.0,1041901.8086077039,0.6342105263157894,9.089082634544276e-09
electrolyte,1200.0,1706524.4155826154,0.6342105263157894,8.22315696177502e-09
electrolyte,1200.0,2795105.601046229,0.6342105263157894,7.734813054056029e-09
electrolyte,1200.0,4578085.874225674,0.6342105263157894,1.2889722883545762e-08
electrolyte,1200.0,7498418.043289525,0.6342105263157894,1.1388139339250798e-08
electrolyte,1200.0,12281611.725214725,0.6342105263157894,8.299570011827834e-09
electrolyte,1200.0,20115974.555982452,0.6342105263157894,1.0525419965991696e-08
electrolyte,1200.0,32947828.134491708,0.6342105263157894,1.3859400689231356e-08
electrolyte,1200.0,53965040.359288044,0.6342105263157894,1.3665786392288418e-08
electrolyte,1200.0,88389000.0,0.6342105263157894,8.07963670833747e-09
electrolyte,1200.0,88389.0,0.6605263157894736,1.0118259473153901e-08
electrolyte,1200.0,144771.78686396277,0.6605263157894736,5.5980447158293245e-09
electrolyte,1200.0,237120.79864897966,0.6605263157894736,1.3460684355321312e-08
electrolyte,1200.0,388378.6638950855,0.6605263157894736,4.621289941472204e-09
electrolyte,1200.0,636122.9695089882,0.6605263157894736,1.4825649195896667e-08
electrolyte,1200.0,1041901.8086077039,0.6605263157894736,8.568507415991743e-09
electrolyte,1200.0,1706524.4155826154,0.6605263157894736,6.07136936032899e-09
electrolyte,1200.0,2795105.601046229,0.6605263157894736,1.4120118704126807e-08
electrolyte,1200.0,4578085.874225674,0.6605263157894736,7.017927265301808e-09
electrolyte,1200.0,7498418.043289525,0.6605263157894736,8.981414996318209e-09
electrolyte,1200.0,12281611.725214725,0.6605263157894736,5.16177263285206e-09
electrolyte,1200.0,20115974.555982452,0.6605263157894736,7.169235185859036e-09
electrolyte,1200.0,32947828.134491708,0.6605263157894736,1.2740478517875302e-08
electrolyte,1200.0,53965040.359288044,0.6605263157894736,8.280459776295543e-09
electrolyte,1200.0,88389000.0,0.6605263157894736,1.041708420047245e-08
electrolyte,1200.0,88389.0,0.6868421052631579,1.0772408165139548e-08
electrolyte,1200.0,144771.78686396277,0.6868421052631579,7.593644280032466e-09
electrolyte,1200.0,237120.79864897966,0.6868421052631579,1.4281631561841895e-08
electrolyte,1200.0,388378.6638950855,0.6868421052631579,9.016541563184671e-09
electrolyte,1200.0,636122.9695089882,0.6868421052631579,8.684597066795971e-09
electrolyte,1200.0,1041901.8086077039,0.6868421052631579,1.1321406969414712e-08
electrolyte,1200.0,1706524.4155826154,0.6868421052631579,9.48898370858202e-09
electrolyte,1200.0,2795105.601046229,0.6868421052631579,7.992401017568904e-09
electrolyte,1200.0,4578085.874225674,0.6868421052631579,7.704003630854006e-09
electrolyte,1200.0,7498418.043289525,0.6868421052631579,9.539143556375313e-09
electrolyte,1200.0,12281611.725214725,0.6868421052631579,1.2030130922418126e-08
electrolyte,1200.0,20115974.555982452,0.6868421052631579,1.0154304297762285e-08
electrolyte,1200.0,32947828.134491708,0.6868421052631579,1.0802585614550606e-08
electrolyte,1200.0,53965040.359288044,0.6868421052631579,7.668207710947063e-09
electrolyte,1200.0,88389000.0,0.6868421052631579,1.015145477086234e-08
electrolyte,1200.0,88389.0,0.7131578947368421,1.2424257414452467e-08
electrolyte,1200.0,144771.78686396277,0.7131578947368421,1.2192981153059199e-08
electrolyte,1200.0,237120.79864897966,0.7131578947368421,1.0625854887283773e-08
