year,ict_development_index,ict_access_index,ict_use_index,ict_skills_index,global_rank,africa_rank,mobile_cellular_subscriptions_per_100,fixed_telephone_subscriptions_per_100,international_bandwidth_per_user_kbps,households_with_computer_percent,households_with_internet_percent,internet_users_percent,fixed_broadband_subscriptions_per_100,mobile_broadband_subscriptions_per_100,mean_years_schooling,gross_enrollment_ratio_secondary,gross_enrollment_ratio_tertiary,adult_literacy_rate,youth_literacy_rate,digital_skills_index,e_government_index,network_readiness_index
2015,2.20,3.82,1.25,4.73,143,28,82.2,0.23,2.8,8.5,7.8,27.5,0.01,11.2,5.9,42.1,8.8,59.6,75.0,2.15,0.2543,2.85
2016,2.35,3.95,1.42,4.85,141,27,83.5,0.22,3.5,9.2,8.5,29.8,0.02,13.8,6.0,43.5,9.5,60.4,76.2,2.28,0.2782,2.98
2017,2.52,4.12,1.62,4.98,138,26,85.2,0.21,4.6,10.1,9.3,32.5,0.03,17.2,6.1,45.2,10.3,61.2,77.5,2.43,0.3042,3.15
2018,2.71,4.31,1.85,5.12,136,25,87.8,0.20,6.2,11.0,10.2,35.9,0.04,21.5,6.2,47.1,11.2,62.0,78.8,2.59,0.3318,3.34
2019,2.92,4.53,2.12,5.27,134,24,90.8,0.19,8.5,12.0,11.2,39.7,0.06,27.2,6.3,49.2,12.2,62.8,80.2,2.78,0.3615,3.55
2020,3.15,4.78,2.43,5.43,132,23,94.3,0.18,11.8,13.1,12.3,44.0,0.08,34.8,6.4,51.5,13.4,63.6,81.6,2.98,0.3935,3.78
2021,3.42,5.06,2.79,5.60,130,22,98.5,0.17,16.5,14.3,13.5,49.3,0.11,44.5,6.5,54.2,14.7,64.4,83.1,3.21,0.4283,4.02
2022,3.72,5.37,3.21,5.78,128,21,103.2,0.16,23.2,15.6,14.8,55.4,0.14,57.3,6.6,57.1,16.1,65.2,84.7,3.46,0.4659,4.28
2023,4.05,5.71,3.68,5.97,126,20,108.5,0.15,32.8,17.0,16.2,62.3,0.18,73.8,6.7,60.3,17.7,66.0,86.3,3.74,0.5065,4.56
2024,4.42,6.08,4.22,6.18,124,19,114.3,0.14,46.5,18.5,17.7,70.2,0.23,95.2,6.8,63.8,19.5,66.8,88.0,4.05,0.5502,4.87
ICT_INFRASTRUCTURE_METRICS_2024,,,,,,,,,,,,,,,,,,,,,
Submarine_Cable_Landing_Points,,,,,,,,,,,,,,7,,,,,,,
Internet_Exchange_Points,,,,,,,,,,,,,,5,,,,,,,
Data_Centers_Tier_III_IV,,,,,,,,,,,,,,12,,,,,,,
Fiber_Optic_Cable_KM,,,,,,,,,,,,,,78500,,,,,,,
Mobile_Network_Operators,,,,,,,,,,,,,,4,,,,,,,
Internet_Service_Providers,,,,,,,,,,,,,,285,,,,,,,
Telecommunications_Towers,,,,,,,,,,,,,,53460,,,,,,,
Satellite_Earth_Stations,,,,,,,,,,,,,,8,,,,,,,
DIGITAL_ECONOMY_INDICATORS_2024,,,,,,,,,,,,,,,,,,,,,
ICT_Contribution_GDP_Percent,,,,,,,,,,,,,,15.8,,,,,,,
ICT_Sector_Employment_Millions,,,,,,,,,,,,,,2.85,,,,,,,
Tech_Startups_Count,,,,,,,,,,,,,,3850,,,,,,,
Tech_Hubs_Incubators,,,,,,,,,,,,,,165,,,,,,,
Venture_Capital_Invested_USD_Millions,,,,,,,,,,,,,,1250,,,,,,,
E_Commerce_Market_Size_Billion_USD,,,,,,,,,,,,,,12.5,,,,,,,
Digital_Exports_Billion_USD,,,,,,,,,,,,,,2.8,,,,,,,
Software_Developers_Count,,,,,,,,,,,,,,185000,,,,,,,
REGIONAL_ICT_DEVELOPMENT_2024,,,,,,,,,,,,,,,,,,,,,
Lagos_ICT_Index,,6.85,,,,,,,,,,,,,,,,,,,
FCT_Abuja_ICT_Index,,6.52,,,,,,,,,,,,,,,,,,,
Rivers_ICT_Index,,5.28,,,,,,,,,,,,,,,,,,,
Ogun_ICT_Index,,5.05,,,,,,,,,,,,,,,,,,,
Kano_ICT_Index,,4.32,,,,,,,,,,,,,,,,,,,
Kaduna_ICT_Index,,4.18,,,,,,,,,,,,,,,,,,,
Oyo_ICT_Index,,4.75,,,,,,,,,,,,,,,,,,,
Anambra_ICT_Index,,4.42,,,,,,,,,,,,,,,,,,,
Delta_ICT_Index,,4.15,,,,,,,,,,,,,,,,,,,
Enugu_ICT_Index,,4.28,,,,,,,,,,,,,,,,,,,
SME_DIGITAL_READINESS_2024,,,,,,,,,,,,,,,,,,,,,
Basic_Digital_Tools_Usage_Percent,,76.5,,,,,,,,,,,,,,,,,,,
Cloud_Services_Adoption_Percent,,26.5,,,,,,,,,,,,,,,,,,,
E_Commerce_Participation_Percent,,52.3,,,,,,,,,,,,,,,,,,,
Digital_Marketing_Usage_Percent,,68.7,,,,,,,,,,,,,,,,,,,
Cybersecurity_Awareness_Percent,,35.8,,,,,,,,,,,,,,,,,,,
Data_Analytics_Usage_Percent,,18.2,,,,,,,,,,,,,,,,,,,
AI_ML_Adoption_Percent,,8.5,,,,,,,,,,,,,,,,,,,
Digital_Payment_Acceptance_Percent,,85.2,,,,,,,,,,,,,,,,,,,
Online_Banking_Usage_Percent,,72.3,,,,,,,,,,,,,,,,,,,
Digital_Skills_Training_Percent,,42.6,,,,,,,,,,,,,,,,,,,
