id,seed,technique,anode_material,cathode_material,anode_thickness_um,cathode_thickness_um,surface_finish,coating,preheat_temperature_C,tool_contact_area_mm2,weld_length_mm,spot_diameter_um,power_W,pulse_energy_J,amplitude_um,force_N,pressure_MPa,time_ms,speed_mm_s,pulse_frequency_Hz,energy_input_J,linear_energy_density_J_per_mm,peak_temperature_C,interface_temperature_C,HAZ_width_mm,cooling_rate_C_per_s,nugget_diameter_mm,bond_area_mm2,contact_resistance_mOhm,porosity_fraction,void_count,immediate_lap_shear_strength_N,microhardness_HV,IMC_thickness_um,cycles_to_failure_thermal,resistance_drift_mOhm_after_1000_cycles,peel_strength_retained_pct,crack_growth_rate_mm_per_cycle,pass_1000_cycles,failure_mode
0,1337,RSW,Nickel_Ni,Copper_Cu,142.55286326097286,125.5128615834799,as_rolled,Ni,20.0,24.63230947567736,6.656343576996505,379.6442888327462,6156.399485869744,,,2102.6755262720753,85.36250035135019,333.8392625570666,,,1541.4358982770946,0.0,63333.71220423131,44345.76295696489,0.024984473707519973,565.6521739130435,3.765121045286681,12.268189226270852,1.8028142165044332,0.6,6.0,131.520768457264,300.0,0.9808032201447849,635.7648312516817,0.2588170386150902,54.53325566949998,0.00025899845721863023,False,porosity_initiated
1,1337,USW,Copper_Cu,Aluminum_1100,107.39703287157181,100.77762293860707,anodized,none,60.0,16.31899202505491,6.005038669163887,305.69439799990846,1934.1057000456913,,47.051763722900816,526.1906688171457,32.24406679096806,610.0267374956538,,,1032.3741663992932,0.0,81153.38091267814,56832.42071571012,0.023451186296441627,566.8975069252077,2.125399172689309,3.360868872717163,2.00761275067072,0.6,2.0,90.09595022563428,300.0,1.5605442488818724,341.2037078213218,0.30758596412013384,51.01132713065621,0.00027475597798949967,False,porosity_initiated
2,1337,RSW,Copper_Cu,Aluminum_1100,106.01228539382947,177.18792216733718,anodized,none,100.0,13.191605539480314,4.732013564169908,625.4858237280228,5937.71928739695,,,1697.486917411149,128.6793265862028,260.1588214677857,,,1158.562539011798,0.0,82856.38599497035,58036.52427331466,0.02369843350981021,546.8975069252077,3.722741965976431,13.028709586881421,1.0049639003777149,0.6,7.0,140.23250396962217,300.0,1.1309064430141909,692.5195494790539,0.1342720263691787,55.157471856328485,0.00025472376180157787,False,porosity_initiated
3,1337,RSW,Copper_Cu,Aluminum_1050,91.98940467047643,103.11786435758057,as_rolled,Ni,120.0,4.9229769550949785,4.282477712497481,530.8418928096241,2067.006000450112,,,2651.941148535625,538.6864843620747,176.67185577166157,,,273.8863394930109,0.0,76144.71942799642,53344.317870764185,0.021565069934676953,536.083916083916,3.2530732634105823,10.804620364011122,0.512989897710306,0.4064103649601704,6.0,200.32243762790077,300.0,0.8979378901663629,2569.647252902933,0.04778905758955976,74.26546572818492,0.00020161393015869712,True,fatigue_interface
4,1337,RSW,Stainless_304,Aluminum_1100,115.13729341916826,152.9357736009207,tinned_Sn,Ag,20.0,10.91232832031406,9.15290290175724,318.8829938004208,2528.95304261042,,,2723.8225642645602,249.60966022200546,229.74271499579885,,,435.7564035796531,0.0,39773.52768650657,27851.96826930628,0.023129743029551432,500.028328611898,3.464302148312452,12.151125751353318,2.4776681240087677,0.1704463681752848,0.0,173.07609803336402,300.0,0.555734043881888,2391.8723703503415,0.11178042405704235,84.84023685669642,0.00015556874306332045,True,fatigue_interface
5,1337,USW,Copper_Cu,Aluminum_1050,114.57972486000267,174.50775755089424,anodized,none,20.0,16.36143215693105,8.436243654807676,649.6510950952821,593.4411489663291,,16.72514539208236,716.5733073873172,43.79649046087702,729.702869156718,,,378.90624544184095,0.0,21353.090689373064,14960.177753727845,0.021901562410750634,586.083916083916,2.0090264805777243,3.111094093748358,1.7091524513994467,0.14364242178353884,0.0,99.49645492032586,300.0,0.5043145520261851,891.6244744293937,0.19033705846307408,75.82509382311682,0.0001444649436345273,False,fatigue_interface
6,1337,USW,Copper_Cu,Aluminum_1050,114.57642233963935,126.78793032822217,anodized,Ag,80.0,23.062119735776793,6.8900112970773995,392.3949120439163,493.8383575002582,,12.142354165245939,667.4570564200834,28.94170458167564,63.08241367850708,,,27.258451113377536,0.0,1351.1441367619157,976.8151669000409,0.020392005563179008,556.083916083916,1.0105583956260895,0.7521360256889719,2.1025116188059045,0.07098052818940281,0.0,81.05461053144819,115.2506104219179,0.01624779667400051,358.06797565631695,0.0,70.57987655731871,0.00012400119900092635,False,fatigue_interface
7,1337,USW,Copper_Cu,Aluminum_1100,103.77848980667517,167.6804702025251,anodized,none,60.0,13.044435476593367,9.671440804567421,725.6922676985172,2440.8507137975994,,40.78979736892328,204.0688828545955,15.6441329500822,92.47387681882537,,,197.50056221075357,0.0,14914.814709083468,10465.424373193846,0.02127940230257366,566.8975069252077,1.863158692108655,2.4559541778859653,2.8822331060448843,0.019535449410858975,0.0,84.46912104252846,300.0,0.1600253498602402,738.953458979568,0.0,78.72813513833682,0.00011774094531813368,False,fatigue_interface
8,1337,USW,Nickel_Ni,Copper_Cu,114.52550019007703,77.11724219064655,brushed,none,60.0,24.783831384078884,9.279202176279512,434.6222860185075,3880.197953732172,,31.48798390387273,397.30575237870653,16.030844715717986,390.3899700961745,,,1514.7903631247405,0.0,86570.15812624528,60623.27510237466,0.024932596020621166,545.6521739130435,2.1485461179221486,3.26970406278977,3.7441121043114776,0.6,4.0,84.63880578179143,300.0,1.3834864689557669,367.87480249459696,0.4473023625184246,51.34694360340052,0.00028794322585738816,False,porosity_initiated
9,1337,RSW,Nickel_Ni,Copper_Cu,129.57714602865656,134.49713935170078,tinned_Sn,Ni,120.0,8.242614681089442,7.85174239666873,370.22122547394486,5659.479588796572,,,2469.948486116915,299.65594434294934,379.64516903083785,,,1611.4455638364384,0.0,200977.47011616654,140726.39349531953,0.025119097621214247,515.6521739130435,3.7707705445672914,14.472401444495723,0.7697737128954001,0.6,4.0,175.81778726388188,300.0,2.9193700830664726,1369.7482615173265,0.3288329928441046,60.96683023129654,0.00029297773432732083,True,fatigue_interface
10,1337,USW,Copper_Cu,Aluminum_1100,69.77787556356121,156.6592940557677,anodized,none,20.0,6.3301585464220524,6.180253912589376,523.6002361924574,2674.328850983784,,14.585501165007395,355.14488207939047,56.10363144539663,569.0949463078283,,,1331.703654627581,0.0,248014.37909773065,173623.11944524688,0.02402078342739089,586.8975069252077,2.141678364907674,3.6683358238645143,1.5219814696420066,0.6,6.0,100.09266652449524,300.0,4.146872578405748,274.8965910941718,0.4895992698819411,50.16573583491688,0.0003301787212925203,False,porosity_initiated
11,1337,USW,Stainless_304,Aluminum_1100,70.66632747053409,107.20155090579496,oxidized,none,40.0,8.103758112018006,5.866630931199554,662.0188174601069,1402.0040381644367,,32.33483823388073,300.35786297463176,37.06402126307251,382.38759769551893,,,549.5116800159434,0.0,101815.9429721086,71287.6589692277,0.023597067361602983,490.028328611898,2.0642944614806678,3.2176625714409917,10.448427299481155,0.6,5.0,92.33583075460835,300.0,1.5875025696518987,331.72218244354826,0.368642568838616,50.89136112877172,0.0003614676933321137,False,porosity_initiated
